:START_ID,:END_ID,weight:double,type
n469,n7785,15.5827,DEVELOPS
n9914,n7140,72.27,BELONGS_TO
n358,n28515,97.4786,DEVELOPS
n27145,n5904,17.8774,DEVELOPS
n12975,n4159,33.7111,BELONGS_TO
n26561,n15514,49.6297,FOLLOWS
n1591,n20267,48.3151,DEVELOPS
n25832,n18727,41.3193,DEVELOPS
n14333,n19862,73.3767,DEVELOPS
n25448,n19083,22.8987,BELONGS_TO
n7887,n27425,43.0789,BELONGS_TO
n4606,n3666,37.5705,FUNDED_BY
n28357,n4358,30.1034,FOLLOWS
n28815,n25428,37.9619,FUNDED_BY
n3699,n4445,32.8556,BELONGS_TO
n26122,n23295,33.1244,FUNDED_BY
n13670,n7347,57.1704,BELONGS_TO
n3231,n13014,90.463,FOLLOWS
n19194,n4045,16.9346,DEVELOPS
n12773,n19801,61.4023,FOLLOWS
n1243,n12147,55.5291,FUNDED_BY
n3404,n6948,87.909,DEVELOPS
n21262,n16077,42.4992,DEVELOPS
n28958,n21443,37.8983,BELONGS_TO
n1312,n8068,3.446,DEVELOPS
n29158,n5606,87.7403,FUNDED_BY
n16882,n1085,31.4138,DEVELOPS
n9938,n18265,9.8637,FOLLOWS
n7153,n20332,30.4777,FOLLOWS
n24495,n6855,88.5765,BELONGS_TO
n20354,n20539,6.9796,FOLLOWS
n19904,n2322,46.3891,FUNDED_BY
n21725,n5267,69.589,BELONGS_TO
n6114,n10793,64.8444,FUNDED_BY
n8559,n24527,15.6959,FOLLOWS
n13321,n22079,1.4578,BELONGS_TO
n2349,n12927,98.3882,FUNDED_BY
n10611,n10605,76.6851,DEVELOPS
n6005,n5296,52.3034,FOLLOWS
n9850,n3610,76.4714,FUNDED_BY
n11196,n1595,94.0076,FUNDED_BY
n2931,n18159,61.2562,FUNDED_BY
n26141,n26812,35.2823,DEVELOPS
n1798,n1640,46.9205,FUNDED_BY
n14426,n14842,87.1173,DEVELOPS
n29355,n3046,26.1642,FUNDED_BY
n22435,n2376,36.398,FOLLOWS
n1434,n2750,41.7858,FUNDED_BY
n19773,n10892,9.4955,BELONGS_TO
n13201,n4358,17.9581,FOLLOWS
n11692,n16382,93.5794,DEVELOPS
n9769,n11325,32.4394,DEVELOPS
n28991,n14323,71.4113,BELONGS_TO
n6432,n15039,12.5372,FOLLOWS
n14252,n14912,29.5417,FOLLOWS
n12370,n13201,30.6054,FOLLOWS
n18216,n11003,74.1313,DEVELOPS
n27108,n12261,93.759,DEVELOPS
n26267,n24567,14.9592,FUNDED_BY
n475,n27225,79.3566,BELONGS_TO
n11547,n29671,81.5487,FUNDED_BY
n21752,n28995,49.0541,BELONGS_TO
n14816,n26034,39.466,DEVELOPS
n6788,n19425,91.802,FUNDED_BY
n9096,n3045,23.2317,FUNDED_BY
n24343,n8856,85.3582,BELONGS_TO
n19781,n16635,51.4593,DEVELOPS
n15829,n21966,82.4253,FUNDED_BY
n14320,n2747,76.3082,FOLLOWS
n28367,n15398,0.2682,DEVELOPS
n23129,n6796,15.7301,BELONGS_TO
n26722,n28953,92.4599,BELONGS_TO
n18225,n12902,44.7366,FUNDED_BY
n17990,n22453,91.567,FOLLOWS
n13644,n23792,80.1783,DEVELOPS
n2245,n15024,80.3432,DEVELOPS
n21717,n7347,85.2059,DEVELOPS
n14530,n25610,87.4925,FOLLOWS
n7050,n7658,6.0911,BELONGS_TO
n27537,n6953,18.4859,BELONGS_TO
n25071,n22079,52.5176,DEVELOPS
n17223,n8735,13.7751,DEVELOPS
n9352,n1858,35.2965,BELONGS_TO
n6879,n447,78.5425,FUNDED_BY
n27137,n9195,7.6159,DEVELOPS
n21717,n15551,59.3572,DEVELOPS
n9660,n28153,72.5485,FUNDED_BY
n18075,n27890,69.4672,BELONGS_TO
n7096,n7547,76.844,DEVELOPS
n15981,n1114,68.3304,FUNDED_BY
n22398,n3120,20.195,FUNDED_BY
n2728,n16706,54.811,FOLLOWS
n26141,n24933,9.8078,FOLLOWS
n23485,n25761,46.5577,BELONGS_TO
n13780,n14712,94.7568,FOLLOWS
n25343,n15346,50.0961,DEVELOPS
n49,n9533,67.1799,DEVELOPS
n18083,n3862,72.049,FUNDED_BY
n12147,n19186,37.2205,DEVELOPS
n16814,n12784,33.4377,BELONGS_TO
n25432,n566,55.1768,FUNDED_BY
n13465,n8870,56.4449,BELONGS_TO
n28367,n7878,56.3368,BELONGS_TO
n14785,n8395,95.2082,DEVELOPS
n12364,n16188,48.8651,BELONGS_TO
n16062,n15136,13.7862,DEVELOPS
n5009,n694,23.4316,FOLLOWS
n15538,n24640,9.4053,FUNDED_BY
n5990,n10961,45.629,FOLLOWS
n7133,n9244,16.8283,DEVELOPS
n5621,n3411,38.2971,FUNDED_BY
n4049,n1228,20.5215,FUNDED_BY
n1969,n8792,98.4391,DEVELOPS
n21129,n212,77.7385,FOLLOWS
n24956,n19677,26.3885,DEVELOPS
n12665,n28788,66.6396,DEVELOPS
n27343,n2931,51.3139,BELONGS_TO
n21946,n5061,46.0117,FOLLOWS
n24312,n5907,60.8128,FOLLOWS
n9876,n821,40.9845,FOLLOWS
n5541,n3248,31.1124,DEVELOPS
n7583,n6864,55.1215,FUNDED_BY
n5439,n22474,65.9825,FOLLOWS
n1536,n24539,32.103,DEVELOPS
n22633,n27251,43.6744,FUNDED_BY
n3609,n27182,22.5332,DEVELOPS
n17536,n23066,84.9632,FUNDED_BY
n16448,n14629,77.3652,BELONGS_TO
n9884,n12379,19.1448,FUNDED_BY
n4549,n4127,9.3603,BELONGS_TO
n7101,n21760,82.7867,FUNDED_BY
n17091,n18451,12.8971,BELONGS_TO
n2625,n26163,17.7608,DEVELOPS
n16363,n12438,98.8091,DEVELOPS
n27133,n1924,85.0098,FUNDED_BY
n657,n15685,40.9842,BELONGS_TO
n25832,n13655,5.3544,BELONGS_TO
n18977,n10855,88.0823,DEVELOPS
n4610,n23910,21.3185,FUNDED_BY
n29081,n16062,48.7785,FUNDED_BY
n11250,n26283,6.4542,DEVELOPS
n29602,n23422,79.1176,DEVELOPS
n4131,n26168,47.7629,FOLLOWS
n27239,n11325,31.8079,BELONGS_TO
n20804,n19757,37.1721,DEVELOPS
n17469,n10578,52.2905,FOLLOWS
n14629,n27182,96.7809,FUNDED_BY
n26710,n10605,4.2843,BELONGS_TO
n13498,n469,16.6478,DEVELOPS
n12637,n21177,82.0789,BELONGS_TO
n26761,n24174,36.9496,DEVELOPS
n19453,n12573,93.7692,DEVELOPS
n21545,n5371,87.9045,BELONGS_TO
n9303,n14246,30.4433,FUNDED_BY
n7661,n19088,50.6215,FOLLOWS
n11257,n18651,55.1338,FOLLOWS
n11650,n3610,68.0667,FOLLOWS
n1264,n9543,82.7746,DEVELOPS
n28788,n26269,23.7628,BELONGS_TO
n16465,n7622,3.7346,FUNDED_BY
n9893,n11658,57.9832,FOLLOWS
n1090,n18679,72.6972,DEVELOPS
n15685,n19443,55.6256,BELONGS_TO
n24821,n7853,29.8854,BELONGS_TO
n8856,n10561,17.2031,BELONGS_TO
n11331,n26918,10.731,BELONGS_TO
n4156,n3474,97.1721,FUNDED_BY
n25967,n2494,52.2108,FUNDED_BY
n19419,n13900,72.5616,FUNDED_BY
n15582,n22958,23.608,FOLLOWS
n4445,n11596,69.8786,DEVELOPS
n14234,n21982,15.3456,FOLLOWS
n4921,n4143,37.1787,BELONGS_TO
n23721,n13249,36.2235,BELONGS_TO
n19459,n10910,93.8337,DEVELOPS
n22650,n12579,46.1556,FOLLOWS
n23276,n657,93.5691,FOLLOWS
n18301,n21656,80.4636,FOLLOWS
n11356,n25019,49.4149,DEVELOPS
n21611,n18086,70.7409,BELONGS_TO
n25709,n19148,76.1269,FUNDED_BY
n26284,n1868,64.9429,FUNDED_BY
n16448,n12736,18.9875,FOLLOWS
n12682,n15430,97.739,FUNDED_BY
n6815,n18148,87.8144,FUNDED_BY
n21828,n9776,58.9895,FUNDED_BY
n8231,n9272,36.962,DEVELOPS
n29537,n14709,22.9433,FUNDED_BY
n235,n14055,86.0611,FOLLOWS
n21222,n10859,41.8843,FOLLOWS
n29522,n7871,47.4398,BELONGS_TO
n7661,n23172,3.56,DEVELOPS
n8735,n11516,42.2952,DEVELOPS
n23910,n21475,45.0326,DEVELOPS
n25014,n184,1.9143,BELONGS_TO
n9327,n21739,0.3073,FOLLOWS
n23116,n25065,35.026,BELONGS_TO
n18790,n22216,44.7694,FUNDED_BY
n8987,n3821,23.3177,DEVELOPS
n19794,n4448,50.9453,FUNDED_BY
n1350,n12858,80.0254,FOLLOWS
n28065,n25440,74.3474,BELONGS_TO
n9962,n29671,15.0084,FOLLOWS
n18262,n12522,18.8011,FUNDED_BY
n24448,n28140,12.0051,FUNDED_BY
n4071,n23066,27.7138,FUNDED_BY
n20846,n18385,60.872,BELONGS_TO
n12852,n25440,75.4714,DEVELOPS
n49,n1372,50.7494,FUNDED_BY
n24319,n15383,61.8049,FUNDED_BY
n18738,n6282,8.6471,DEVELOPS
n15546,n17967,65.857,FUNDED_BY
n26761,n22802,54.7141,BELONGS_TO
n28388,n14854,55.3963,BELONGS_TO
n14719,n8433,56.5771,DEVELOPS
n2069,n694,42.622,FUNDED_BY
n20539,n28192,56.96,FUNDED_BY
n19483,n12079,22.0007,BELONGS_TO
n25132,n29629,21.9518,BELONGS_TO
n28751,n22958,48.3539,BELONGS_TO
n11331,n28960,82.5373,BELONGS_TO
n27068,n23280,28.5269,FOLLOWS
n23310,n28458,67.1517,FOLLOWS
n15260,n14052,68.061,BELONGS_TO
n11672,n17819,60.1983,FOLLOWS
n6799,n26234,24.3323,FOLLOWS
n21722,n24542,20.8315,DEVELOPS
n25763,n7185,74.3348,FUNDED_BY
n12701,n29355,73.9704,FUNDED_BY
n21252,n17992,89.6001,FOLLOWS
n11850,n6815,82.7458,FOLLOWS
n25656,n16939,65.7431,BELONGS_TO
n20431,n5338,31.1782,FOLLOWS
n21872,n28342,86.6735,BELONGS_TO
n21896,n12247,33.6446,FOLLOWS
n18695,n27182,59.3387,DEVELOPS
n2267,n9343,0.3753,FOLLOWS
n28979,n22504,71.6618,FUNDED_BY
n3234,n22496,17.9201,FUNDED_BY
n26599,n26315,54.0712,BELONGS_TO
n13553,n13058,53.2326,BELONGS_TO
n23146,n26141,68.4753,FOLLOWS
n15312,n13188,82.4986,DEVELOPS
n2219,n12512,38.2566,FOLLOWS
n20439,n25231,52.813,DEVELOPS
n25378,n28874,1.093,DEVELOPS
n16350,n25789,38.5279,FOLLOWS
n12874,n5420,23.1833,DEVELOPS
n11726,n3967,75.8905,FUNDED_BY
n5498,n18202,62.9124,BELONGS_TO
n20562,n2557,58.7886,BELONGS_TO
n4123,n16350,84.2352,BELONGS_TO
n27679,n15119,90.4441,FOLLOWS
n11164,n15788,2.7239,BELONGS_TO
n5917,n22167,69.1724,DEVELOPS
n11648,n11031,96.8645,FUNDED_BY
n6406,n25468,78.8225,FOLLOWS
n26187,n16231,43.4504,FOLLOWS
n11250,n15039,77.7082,DEVELOPS
n11250,n12147,45.5546,FOLLOWS
n14338,n29388,72.5099,FOLLOWS
n19142,n11936,77.2226,DEVELOPS
n11331,n26266,51.1564,BELONGS_TO
n28704,n16583,13.8533,FOLLOWS
n5615,n9580,33.3085,FUNDED_BY
n1132,n20439,93.0818,BELONGS_TO
n23342,n27517,70.3302,DEVELOPS
n14596,n14842,25.5019,FUNDED_BY
n15375,n29502,69.0279,FUNDED_BY
n1977,n16644,64.3818,DEVELOPS
n1945,n6331,0.2038,FOLLOWS
n18478,n1493,82.3546,FOLLOWS
n22589,n27098,13.069,FUNDED_BY
n17657,n11003,16.699,BELONGS_TO
n16267,n21721,5.4379,DEVELOPS
n20952,n19333,9.4606,BELONGS_TO
n11601,n4487,74.4478,FOLLOWS
n21879,n1157,66.8725,FUNDED_BY
n149,n20259,20.2682,FOLLOWS
n22787,n23368,24.8199,FOLLOWS
n23794,n2079,51.917,DEVELOPS
n26322,n26722,59.4391,DEVELOPS
n25463,n27773,78.4805,FUNDED_BY
n4824,n10950,10.9196,DEVELOPS
n6291,n3481,84.2373,DEVELOPS
n8168,n20969,12.9403,DEVELOPS
n17481,n5621,98.0029,DEVELOPS
n4280,n24155,97.0961,FUNDED_BY
n18271,n15040,88.7677,FUNDED_BY
n6145,n1818,86.2168,FOLLOWS
n20562,n24494,21.8533,FOLLOWS
n26134,n7164,57.4414,DEVELOPS
n22623,n26172,72.7004,FOLLOWS
n25067,n26412,41.6939,BELONGS_TO
n10131,n15337,34.5334,BELONGS_TO
n6811,n27332,20.9358,DEVELOPS
n4024,n9155,57.9605,BELONGS_TO
n15483,n10859,79.1166,DEVELOPS
n12874,n19701,31.0873,BELONGS_TO
n21625,n22453,98.6525,BELONGS_TO
n20927,n4594,45.7311,FUNDED_BY
n14095,n29577,59.9089,FOLLOWS
n17199,n23784,32.5257,DEVELOPS
n28278,n11545,80.449,FOLLOWS
n28850,n24982,15.8036,FUNDED_BY
n12062,n1770,95.9257,FOLLOWS
n7156,n27019,64.4726,DEVELOPS
n26924,n14017,63.6722,FOLLOWS
n11890,n28182,52.0169,BELONGS_TO
n14020,n4737,55.9978,BELONGS_TO
n907,n18216,89.7852,BELONGS_TO
n12306,n6918,71.4417,FOLLOWS
n4247,n4426,84.6462,BELONGS_TO
n8005,n25561,99.5612,FUNDED_BY
n13979,n2123,29.4861,BELONGS_TO
n25014,n1390,36.4479,FUNDED_BY
n1858,n4427,13.5879,FUNDED_BY
n7887,n14164,90.1753,DEVELOPS
n9352,n17756,56.9845,FOLLOWS
n14017,n6895,14.0221,DEVELOPS
n23141,n11673,70.8733,FUNDED_BY
n12735,n29015,72.7486,DEVELOPS
n9314,n1106,18.7013,FUNDED_BY
n21946,n15096,94.8437,DEVELOPS
n14723,n20083,62.3066,FOLLOWS
n10512,n7072,66.1882,DEVELOPS
n682,n7396,9.4823,DEVELOPS
n759,n11516,72.907,DEVELOPS
n19481,n1451,54.8508,FUNDED_BY
n2006,n19884,16.1352,FUNDED_BY
n5469,n6737,38.557,BELONGS_TO
n20576,n16030,99.5979,FOLLOWS
n27426,n19948,59.4284,DEVELOPS
n29951,n6815,99.0997,FOLLOWS
n15225,n21671,66.5282,FUNDED_BY
n8290,n1492,6.1386,FUNDED_BY
n24448,n1569,52.1704,DEVELOPS
n20055,n16375,34.9285,DEVELOPS
n2673,n11547,13.4954,FOLLOWS
n212,n18819,87.7114,FOLLOWS
n15346,n8724,13.9795,BELONGS_TO
n25513,n13989,74.4704,FOLLOWS
n15676,n26320,81.3789,DEVELOPS
n18202,n15030,37.6623,FOLLOWS
n20837,n27685,76.7498,DEVELOPS
n8022,n29971,36.7193,BELONGS_TO
n25048,n23559,84.1811,FOLLOWS
n13575,n13481,37.0326,DEVELOPS
n12622,n25159,7.0642,FOLLOWS
n9532,n16382,93.765,DEVELOPS
n27762,n17654,80.367,DEVELOPS
n21177,n26325,27.8872,FOLLOWS
n9776,n7514,86.8468,FOLLOWS
n5907,n27394,53.8887,FUNDED_BY
n17332,n26141,38.4329,FOLLOWS
n19095,n18556,59.7092,BELONGS_TO
n26442,n17643,84.434,FUNDED_BY
n28736,n11983,92.9043,FOLLOWS
n6894,n23363,41.7655,FOLLOWS
n3896,n8987,65.8047,DEVELOPS
n10248,n26142,47.9379,FOLLOWS
n2208,n6986,20.9372,DEVELOPS
n5213,n9195,67.3884,FOLLOWS
n2942,n8745,65.4423,BELONGS_TO
n17170,n17756,93.4779,FUNDED_BY
n27913,n19095,69.1594,DEVELOPS
n21309,n18280,22.3513,FOLLOWS
n12514,n16522,49.8688,FOLLOWS
n21668,n8902,82.2447,FUNDED_BY
n14246,n21701,17.2147,DEVELOPS
n20133,n13038,59.3462,FUNDED_BY
n4455,n25605,30.4349,FOLLOWS
n26473,n16269,14.0343,FUNDED_BY
n15024,n15166,19.2502,FOLLOWS
n27966,n14276,78.5066,BELONGS_TO
n5980,n4351,85.1633,DEVELOPS
n28175,n1312,14.9059,FUNDED_BY
n20649,n17347,0.7726,FOLLOWS
n2787,n21600,19.3917,FOLLOWS
n20154,n3798,32.9739,FUNDED_BY
n23696,n20771,64.362,FOLLOWS
n16842,n17854,42.5654,DEVELOPS
n22476,n3666,87.3702,FUNDED_BY
n11956,n12247,53.4055,FUNDED_BY
n4310,n19306,79.4931,FUNDED_BY
n1201,n27343,22.7853,FOLLOWS
n19843,n16375,61.3311,FUNDED_BY
n19369,n3440,33.4852,DEVELOPS
n6865,n9778,60.3577,DEVELOPS
n18221,n15528,36.9471,BELONGS_TO
n18923,n19847,34.9739,FUNDED_BY
n28140,n23225,20.6078,FUNDED_BY
n12622,n6005,47.2503,FOLLOWS
n19711,n27280,38.1474,FUNDED_BY
n3537,n22624,49.5474,FOLLOWS
n27530,n12113,39.1541,FUNDED_BY
n11856,n22770,0.8014,FUNDED_BY
n1131,n21332,66.296,FOLLOWS
n184,n11553,38.3565,BELONGS_TO
n4977,n21671,37.2113,BELONGS_TO
n20771,n23139,2.3457,FUNDED_BY
n28090,n18131,70.9506,FOLLOWS
n29861,n26673,31.5411,FOLLOWS
n9147,n29740,41.966,BELONGS_TO
n11328,n23802,80.509,BELONGS_TO
n16972,n13853,57.4461,FOLLOWS
n3222,n14223,15.7563,DEVELOPS
n25045,n3343,28.02,BELONGS_TO
n9649,n27779,57.748,DEVELOPS
n15166,n15553,66.2683,BELONGS_TO
n13037,n29486,96.6098,DEVELOPS
n23569,n19206,96.7396,DEVELOPS
n15397,n2198,76.1532,FUNDED_BY
n21594,n17999,41.4903,DEVELOPS
n20756,n19522,70.6747,DEVELOPS
n2193,n9580,59.4417,DEVELOPS
n23495,n11707,43.9452,BELONGS_TO
n27283,n16485,46.5928,FOLLOWS
n27596,n12514,49.685,FUNDED_BY
n28995,n357,72.2599,BELONGS_TO
n22267,n11264,13.1832,DEVELOPS
n19540,n13827,18.5982,BELONGS_TO
n2581,n24218,27.9364,DEVELOPS
n21957,n12701,2.4289,FOLLOWS
n7036,n22996,75.5868,FUNDED_BY
n4123,n12858,52.2817,FOLLOWS
n17889,n6508,67.9716,DEVELOPS
n28766,n19095,89.0131,BELONGS_TO
n882,n20467,81.5257,FUNDED_BY
n8286,n12547,0.2628,DEVELOPS
n5749,n15650,55.8612,DEVELOPS
n15260,n3669,42.8096,DEVELOPS
n6895,n266,88.6096,DEVELOPS
n17190,n4127,48.6343,DEVELOPS
n23413,n857,97.9182,BELONGS_TO
n19862,n10516,72.0298,FUNDED_BY
n19216,n15199,9.2505,DEVELOPS
n1596,n24922,93.4917,FUNDED_BY
n1493,n28979,63.7169,BELONGS_TO
n19436,n22016,16.0396,DEVELOPS
n25151,n849,98.7875,DEVELOPS
n24343,n22963,92.0926,DEVELOPS
n3281,n29654,10.0081,FOLLOWS
n28105,n4049,0.9384,FOLLOWS
n8054,n12759,63.021,FUNDED_BY
n27349,n27813,7.9788,FOLLOWS
n18902,n21380,37.9968,DEVELOPS
n5749,n2198,72.1402,DEVELOPS
n14774,n303,23.618,FUNDED_BY
n14062,n357,47.6492,FOLLOWS
n13997,n16548,84.4007,FUNDED_BY
n7156,n16633,37.2604,BELONGS_TO
n29023,n27907,68.4699,FOLLOWS
n5394,n861,87.1021,BELONGS_TO
n16775,n7927,38.5449,DEVELOPS
n20029,n12493,36.4705,FUNDED_BY
n27078,n11861,57.5539,DEVELOPS
n23734,n22624,40.1674,FOLLOWS
n23066,n6326,82.9173,DEVELOPS
n419,n16291,47.578,BELONGS_TO
n28894,n16582,24.937,DEVELOPS
n20593,n15995,98.4618,DEVELOPS
n15980,n20273,61.9794,BELONGS_TO
n23844,n15959,38.9144,DEVELOPS
n24854,n20456,89.2956,BELONGS_TO
n10254,n29577,57.9506,DEVELOPS
n27517,n8705,26.0614,FOLLOWS
n26108,n26618,1.5265,FOLLOWS
n8790,n21872,20.9876,FUNDED_BY
n16896,n15039,50.6052,FUNDED_BY
n5800,n22277,83.0459,BELONGS_TO
n6699,n15372,32.4522,BELONGS_TO
n21737,n581,40.8239,FOLLOWS
n18207,n29421,50.9964,FOLLOWS
n6150,n682,83.5662,FOLLOWS
n22856,n719,8.4544,BELONGS_TO
n28367,n28084,24.4108,FOLLOWS
n29612,n12458,77.63,BELONGS_TO
n23721,n14684,83.2074,FUNDED_BY
n20462,n8708,64.3643,BELONGS_TO
n469,n26781,25.6437,FOLLOWS
n18253,n18257,54.8992,BELONGS_TO
n16311,n660,58.1141,DEVELOPS
n21541,n22941,30.4919,BELONGS_TO
n7853,n2024,35.2877,BELONGS_TO
n1201,n12499,32.6711,BELONGS_TO
n7887,n9267,65.1405,FOLLOWS
n25941,n6331,41.5442,BELONGS_TO
n26430,n18831,48.3676,FUNDED_BY
n22242,n15829,25.2392,BELONGS_TO
n24197,n28103,1.0395,FOLLOWS
n10410,n14720,15.3796,FOLLOWS
n6422,n27542,10.9018,FOLLOWS
n19140,n12940,81.2485,FOLLOWS
n21737,n9748,9.683,DEVELOPS
n19954,n11112,88.4417,FOLLOWS
n21911,n19644,1.0425,DEVELOPS
n29275,n26761,65.9701,DEVELOPS
n8735,n8196,85.2273,BELONGS_TO
n27596,n26618,27.6207,BELONGS_TO
n1493,n25204,84.1984,DEVELOPS
n19155,n2580,29.5107,FOLLOWS
n29087,n18478,44.523,DEVELOPS
n2214,n5913,51.4568,BELONGS_TO
n11112,n5425,85.3435,FUNDED_BY
n16246,n909,40.4175,BELONGS_TO
n4452,n26234,94.7022,FOLLOWS
n23021,n8335,58.0291,FUNDED_BY
n6270,n28854,36.7266,BELONGS_TO
n25670,n11269,78.381,FUNDED_BY
n6272,n14538,17.0883,DEVELOPS
n20927,n27950,79.6958,DEVELOPS
n7975,n15962,59.2034,FUNDED_BY
n21966,n23313,30.1787,DEVELOPS
n22385,n24484,98.7305,FUNDED_BY
n11547,n24655,32.3166,FUNDED_BY
n4942,n23363,89.0331,FUNDED_BY
n27966,n17494,77.1256,FUNDED_BY
n10633,n19884,93.2195,BELONGS_TO
n12280,n6883,35.7569,FUNDED_BY
n19369,n15984,17.7117,FUNDED_BY
n22079,n24277,3.4035,FUNDED_BY
n6112,n14719,72.8593,BELONGS_TO
n13780,n16655,14.7395,FUNDED_BY
n25758,n17901,92.4994,FOLLOWS
n8793,n20123,28.6976,FOLLOWS
n14405,n16537,80.2365,FOLLOWS
n20934,n8297,51.492,BELONGS_TO
n1858,n150,40.193,FOLLOWS
n23844,n20439,55.6534,FUNDED_BY
n14218,n909,74.6485,DEVELOPS
n27913,n29556,71.6562,FUNDED_BY
n17655,n21529,77.1882,DEVELOPS
n19584,n29841,71.7478,DEVELOPS
n9778,n7694,95.6564,FUNDED_BY
n13583,n29537,92.8323,BELONGS_TO
n15337,n26325,61.6928,FOLLOWS
n13623,n29059,82.3257,FOLLOWS
n29486,n16968,44.4097,DEVELOPS
n9235,n7414,21.679,DEVELOPS
n21788,n28788,12.5023,FUNDED_BY
n24380,n17211,87.8783,FUNDED_BY
n11460,n24051,21.0833,DEVELOPS
n22649,n17536,60.0454,BELONGS_TO
n12514,n22317,38.143,FUNDED_BY
n18097,n11973,75.3831,FOLLOWS
n4475,n17488,73.7151,BELONGS_TO
n4445,n28508,44.0581,FUNDED_BY
n19026,n250,12.9084,FUNDED_BY
n438,n15393,51.8876,FOLLOWS
n10576,n17716,10.6415,FOLLOWS
n1347,n23665,54.4565,FOLLOWS
n28469,n2574,82.3161,FUNDED_BY
n4820,n398,27.3518,DEVELOPS
n7622,n10132,2.6769,FOLLOWS
n11881,n8286,70.0362,DEVELOPS
n23038,n6248,43.469,FUNDED_BY
n8305,n18926,78.4753,FUNDED_BY
n27784,n26080,10.704,DEVELOPS
n25262,n29929,64.2452,FUNDED_BY
n13736,n5904,97.5068,FUNDED_BY
n23021,n25707,81.9298,FOLLOWS
n19605,n14150,32.7307,DEVELOPS
n27405,n8239,65.9704,FOLLOWS
n3608,n12700,95.7971,BELONGS_TO
n7857,n5490,86.8352,FOLLOWS
n28880,n17347,67.6847,FOLLOWS
n19104,n25638,23.7981,DEVELOPS
n24218,n26267,15.6688,BELONGS_TO
n6544,n2046,46.1483,FUNDED_BY
n25586,n4005,60.4258,FOLLOWS
n1157,n18591,88.3759,BELONGS_TO
n7853,n11648,76.955,FUNDED_BY
n23040,n4618,74.3579,DEVELOPS
n8611,n4285,8.7886,BELONGS_TO
n16382,n28282,78.714,FOLLOWS
n4395,n11163,91.3411,BELONGS_TO
n18274,n23086,14.5225,FOLLOWS
n16482,n11489,52.8087,FOLLOWS
n12877,n26936,33.6733,FUNDED_BY
n4886,n10599,3.8758,FOLLOWS
n25971,n24527,45.9007,FUNDED_BY
n8352,n2322,9.6937,FOLLOWS
n11995,n24036,98.2806,BELONGS_TO
n356,n18148,55.6787,BELONGS_TO
n6569,n12565,24.5867,BELONGS_TO
n20877,n5260,12.6609,DEVELOPS
n9417,n8287,79.11,FUNDED_BY
n29063,n16826,75.1842,FOLLOWS
n4695,n25863,25.9537,FOLLOWS
n15393,n14249,56.8145,FUNDED_BY
n20967,n8162,69.0272,FOLLOWS
n10946,n26551,32.4047,BELONGS_TO
n20306,n15806,34.5811,FUNDED_BY
n20927,n1493,56.7564,DEVELOPS
n5213,n19781,61.2456,BELONGS_TO
n14739,n4256,68.8074,FUNDED_BY
n12848,n3131,68.3388,FOLLOWS
n17758,n23545,26.1835,FUNDED_BY
n6528,n23588,8.2993,FUNDED_BY
n11152,n26234,53.7466,DEVELOPS
n17738,n222,89.3322,BELONGS_TO
n27139,n13481,69.3359,BELONGS_TO
n26595,n5083,76.1393,BELONGS_TO
n24851,n16448,40.5307,DEVELOPS
n28167,n11516,78.8127,DEVELOPS
n28736,n3052,19.6706,BELONGS_TO
n14570,n3414,69.0638,FUNDED_BY
n18576,n28358,8.5633,DEVELOPS
n24889,n28451,32.0862,FOLLOWS
n8809,n12472,32.7749,FUNDED_BY
n418,n22808,38.7137,DEVELOPS
n6620,n8214,37.0991,FOLLOWS
n18876,n23392,53.2763,FOLLOWS
n11614,n21260,15.97,DEVELOPS
n10251,n8051,74.4388,FOLLOWS
n4628,n25863,21.1336,FOLLOWS
n22925,n14091,29.6928,FUNDED_BY
n11248,n8006,56.1003,FUNDED_BY
n11601,n21080,89.813,FUNDED_BY
n18125,n3517,19.5057,FUNDED_BY
n10010,n844,65.7607,FOLLOWS
n16375,n4024,85.8173,DEVELOPS
n2892,n4301,93.7932,FOLLOWS
n7140,n28661,32.6738,DEVELOPS
n11031,n13821,76.6859,FUNDED_BY
n5615,n27537,63.1442,DEVELOPS
n2672,n6747,14.7364,FUNDED_BY
n12665,n12079,21.7673,FUNDED_BY
n16170,n1112,4.2329,FOLLOWS
n21233,n3568,92.2815,FUNDED_BY
n6815,n8740,4.3537,BELONGS_TO
n21173,n749,22.8669,FUNDED_BY
n1858,n15512,67.4997,FUNDED_BY
n9625,n116,46.5176,FUNDED_BY
n15685,n13219,94.0553,BELONGS_TO
n19605,n6186,47.4654,FOLLOWS
n7140,n23116,34.2988,FOLLOWS
n12731,n7096,76.3904,FOLLOWS
n5507,n4027,48.6256,FOLLOWS
n21611,n26887,3.7113,FOLLOWS
n6708,n2951,75.4325,FOLLOWS
n222,n6161,0.6874,BELONGS_TO
n28343,n13116,57.3621,BELONGS_TO
n16662,n243,81.0736,DEVELOPS
n26828,n14800,92.26,DEVELOPS
n19687,n21325,7.2451,FOLLOWS
n15429,n844,46.0562,FUNDED_BY
n2152,n9091,58.6073,DEVELOPS
n24291,n14883,25.9258,BELONGS_TO
n12746,n27784,29.4978,FUNDED_BY
n18738,n17410,34.2358,DEVELOPS
n19418,n17035,29.8602,DEVELOPS
n25132,n24003,85.9692,FUNDED_BY
n13305,n26453,43.9514,DEVELOPS
n15676,n28550,55.5438,BELONGS_TO
